"","x"
"8746","indian"
"8747","southern_us"
"8748","italian"
"8749","italian"
"8750","chinese"
"8751","southern_us"
"8752","southern_us"
"8753","indian"
"8754","greek"
"8755","chinese"
"8756","southern_us"
"8757","british"
"8758","thai"
"8759","southern_us"
"8760","italian"
"8761","moroccan"
"8762","italian"
"8763","italian"
"8764","cajun_creole"
"8765","filipino"
"8766","chinese"
"8767","vietnamese"
"8768","chinese"
"8769","indian"
"8770","indian"
"8771","cajun_creole"
"8772","italian"
"8773","mexican"
"8774","indian"
"8775","italian"
"8776","korean"
"8777","french"
"8778","korean"
"8779","mexican"
"8780","mexican"
"8781","french"
"8782","korean"
"8783","mexican"
"8784","mexican"
"8785","southern_us"
"8786","southern_us"
"8787","chinese"
"8788","southern_us"
"8789","thai"
"8790","chinese"
"8791","chinese"
"8792","thai"
"8793","mexican"
"8794","italian"
"8795","italian"
"8796","italian"
"8797","mexican"
"8798","italian"
"8799","indian"
"8800","southern_us"
"8801","mexican"
"8802","mexican"
"8803","indian"
"8804","mexican"
"8805","vietnamese"
"8806","southern_us"
"8807","southern_us"
"8808","indian"
"8809","japanese"
"8810","italian"
"8811","chinese"
"8812","indian"
"8813","cajun_creole"
"8814","thai"
"8815","greek"
"8816","indian"
"8817","japanese"
"8818","mexican"
"8819","japanese"
"8820","indian"
"8821","italian"
"8822","mexican"
"8823","japanese"
"8824","mexican"
"8825","mexican"
"8826","mexican"
"8827","indian"
"8828","mexican"
"8829","mexican"
"8830","italian"
"8831","chinese"
"8832","chinese"
"8833","thai"
"8834","italian"
"8835","mexican"
"8836","italian"
"8837","mexican"
"8838","italian"
"8839","irish"
"8840","japanese"
"8841","indian"
"8842","greek"
"8843","chinese"
"8844","italian"
"8845","japanese"
"8846","italian"
"8847","indian"
"8848","indian"
"8849","cajun_creole"
"8850","french"
"8851","mexican"
"8852","japanese"
"8853","cajun_creole"
"8854","mexican"
"8855","italian"
"8856","filipino"
"8857","italian"
"8858","greek"
"8859","southern_us"
"8860","chinese"
"8861","greek"
"8862","thai"
"8863","italian"
"8864","southern_us"
"8865","vietnamese"
"8866","italian"
"8867","mexican"
"8868","thai"
"8869","jamaican"
"8870","mexican"
"8871","mexican"
"8872","french"
"8873","italian"
"8874","indian"
"8875","italian"
"8876","italian"
"8877","mexican"
"8878","italian"
"8879","mexican"
"8880","mexican"
"8881","moroccan"
"8882","southern_us"
"8883","italian"
"8884","italian"
"8885","indian"
"8886","mexican"
"8887","italian"
"8888","southern_us"
"8889","mexican"
"8890","mexican"
"8891","chinese"
"8892","japanese"
"8893","mexican"
"8894","mexican"
"8895","chinese"
"8896","mexican"
"8897","indian"
"8898","mexican"
"8899","moroccan"
"8900","italian"
"8901","mexican"
"8902","moroccan"
"8903","indian"
"8904","mexican"
"8905","italian"
"8906","korean"
"8907","mexican"
"8908","mexican"
"8909","chinese"
"8910","italian"
"8911","british"
"8912","vietnamese"
"8913","italian"
"8914","mexican"
"8915","italian"
"8916","mexican"
"8917","indian"
"8918","mexican"
"8919","southern_us"
"8920","southern_us"
"8921","southern_us"
"8922","italian"
"8923","mexican"
"8924","chinese"
"8925","greek"
"8926","southern_us"
"8927","jamaican"
"8928","mexican"
"8929","italian"
"8930","italian"
"8931","japanese"
"8932","southern_us"
"8933","indian"
"8934","italian"
"8935","italian"
"8936","chinese"
"8937","mexican"
"8938","vietnamese"
"8939","chinese"
"8940","italian"
"8941","thai"
"8942","southern_us"
"8943","moroccan"
"8944","indian"
"8945","thai"
"8946","mexican"
"8947","indian"
"8948","filipino"
"8949","mexican"
"8950","mexican"
"8951","mexican"
"8952","italian"
"8953","southern_us"
"8954","chinese"
"8955","mexican"
"8956","southern_us"
"8957","chinese"
"8958","mexican"
"8959","thai"
"8960","cajun_creole"
"8961","jamaican"
"8962","cajun_creole"
"8963","indian"
"8964","italian"
"8965","mexican"
"8966","greek"
"8967","mexican"
"8968","mexican"
"8969","jamaican"
"8970","mexican"
"8971","italian"
"8972","italian"
"8973","mexican"
"8974","italian"
"8975","vietnamese"
"8976","mexican"
"8977","jamaican"
"8978","thai"
"8979","indian"
"8980","chinese"
"8981","chinese"
"8982","indian"
"8983","thai"
"8984","indian"
"8985","italian"
"8986","cajun_creole"
"8987","italian"
"8988","mexican"
"8989","cajun_creole"
"8990","mexican"
"8991","cajun_creole"
"8992","moroccan"
"8993","korean"
"8994","greek"
"8995","korean"
"8996","indian"
"8997","italian"
"8998","indian"
"8999","italian"
"9000","vietnamese"
"9001","jamaican"
"9002","italian"
"9003","thai"
"9004","greek"
"9005","indian"
"9006","italian"
"9007","italian"
"9008","vietnamese"
"9009","greek"
"9010","french"
"9011","southern_us"
"9012","mexican"
"9013","mexican"
"9014","mexican"
"9015","thai"
"9016","indian"
"9017","italian"
"9018","southern_us"
"9019","thai"
"9020","mexican"
"9021","vietnamese"
"9022","italian"
"9023","moroccan"
"9024","italian"
"9025","brazilian"
"9026","thai"
"9027","french"
"9028","japanese"
"9029","mexican"
"9030","chinese"
"9031","italian"
"9032","italian"
"9033","vietnamese"
"9034","mexican"
"9035","mexican"
"9036","italian"
"9037","indian"
"9038","chinese"
"9039","indian"
"9040","chinese"
"9041","indian"
"9042","mexican"
"9043","british"
"9044","italian"
"9045","mexican"
"9046","thai"
"9047","spanish"
"9048","french"
"9049","cajun_creole"
"9050","indian"
"9051","indian"
"9052","italian"
"9053","indian"
"9054","french"
"9055","italian"
"9056","jamaican"
"9057","jamaican"
"9058","mexican"
"9059","mexican"
"9060","vietnamese"
"9061","chinese"
"9062","mexican"
"9063","korean"
"9064","mexican"
"9065","southern_us"
"9066","indian"
"9067","italian"
"9068","italian"
"9069","filipino"
"9070","mexican"
"9071","mexican"
"9072","italian"
"9073","chinese"
"9074","cajun_creole"
"9075","indian"
"9076","mexican"
"9077","indian"
"9078","moroccan"
"9079","cajun_creole"
"9080","mexican"
"9081","mexican"
"9082","mexican"
"9083","mexican"
"9084","italian"
"9085","japanese"
"9086","mexican"
"9087","indian"
"9088","mexican"
"9089","indian"
"9090","greek"
"9091","mexican"
"9092","chinese"
"9093","mexican"
"9094","italian"
"9095","italian"
"9096","indian"
"9097","greek"
"9098","mexican"
"9099","southern_us"
"9100","southern_us"
"9101","vietnamese"
"9102","mexican"
"9103","southern_us"
"9104","italian"
"9105","southern_us"
"9106","thai"
"9107","mexican"
"9108","italian"
"9109","italian"
"9110","italian"
"9111","mexican"
"9112","chinese"
"9113","southern_us"
"9114","greek"
"9115","moroccan"
"9116","italian"
"9117","italian"
"9118","thai"
"9119","mexican"
"9120","greek"
"9121","russian"
"9122","chinese"
"9123","italian"
"9124","italian"
"9125","southern_us"
"9126","mexican"
"9127","italian"
"9128","mexican"
"9129","indian"
"9130","french"
"9131","mexican"
"9132","mexican"
"9133","indian"
"9134","spanish"
"9135","italian"
"9136","moroccan"
"9137","indian"
"9138","southern_us"
"9139","southern_us"
"9140","italian"
"9141","southern_us"
"9142","italian"
"9143","italian"
"9144","cajun_creole"
"9145","italian"
"9146","thai"
"9147","chinese"
"9148","italian"
"9149","italian"
"9150","mexican"
"9151","greek"
"9152","indian"
"9153","indian"
"9154","irish"
"9155","mexican"
"9156","italian"
"9157","italian"
"9158","korean"
"9159","thai"
"9160","italian"
"9161","chinese"
"9162","italian"
"9163","thai"
"9164","italian"
"9165","mexican"
"9166","mexican"
"9167","filipino"
"9168","mexican"
"9169","chinese"
"9170","southern_us"
"9171","chinese"
"9172","italian"
"9173","japanese"
"9174","mexican"
"9175","vietnamese"
"9176","cajun_creole"
"9177","italian"
"9178","indian"
"9179","jamaican"
"9180","italian"
"9181","mexican"
"9182","cajun_creole"
"9183","italian"
"9184","french"
"9185","korean"
"9186","indian"
"9187","chinese"
"9188","vietnamese"
"9189","thai"
"9190","italian"
"9191","mexican"
"9192","italian"
"9193","mexican"
"9194","mexican"
"9195","italian"
"9196","southern_us"
"9197","italian"
"9198","italian"
"9199","chinese"
"9200","mexican"
"9201","irish"
"9202","southern_us"
"9203","italian"
"9204","italian"
"9205","thai"
"9206","chinese"
"9207","indian"
"9208","vietnamese"
"9209","italian"
"9210","chinese"
"9211","mexican"
"9212","chinese"
"9213","mexican"
"9214","thai"
"9215","italian"
"9216","italian"
"9217","italian"
"9218","chinese"
"9219","italian"
"9220","chinese"
"9221","mexican"
"9222","chinese"
"9223","southern_us"
"9224","italian"
"9225","mexican"
"9226","thai"
"9227","italian"
"9228","italian"
"9229","chinese"
"9230","indian"
"9231","vietnamese"
"9232","mexican"
"9233","mexican"
"9234","chinese"
"9235","italian"
"9236","southern_us"
"9237","italian"
"9238","chinese"
"9239","chinese"
"9240","italian"
"9241","indian"
"9242","mexican"
"9243","italian"
"9244","chinese"
"9245","southern_us"
"9246","italian"
"9247","mexican"
"9248","southern_us"
"9249","chinese"
"9250","italian"
"9251","mexican"
"9252","mexican"
"9253","chinese"
"9254","thai"
"9255","japanese"
"9256","indian"
"9257","indian"
"9258","japanese"
"9259","japanese"
"9260","italian"
"9261","mexican"
"9262","italian"
"9263","thai"
"9264","mexican"
"9265","southern_us"
"9266","mexican"
"9267","italian"
"9268","british"
"9269","vietnamese"
"9270","british"
"9271","mexican"
"9272","italian"
"9273","southern_us"
"9274","japanese"
"9275","thai"
"9276","indian"
"9277","chinese"
"9278","cajun_creole"
"9279","italian"
"9280","moroccan"
"9281","mexican"
"9282","southern_us"
"9283","italian"
"9284","indian"
"9285","chinese"
"9286","mexican"
"9287","thai"
"9288","mexican"
"9289","thai"
"9290","indian"
"9291","italian"
"9292","mexican"
"9293","mexican"
"9294","mexican"
"9295","indian"
"9296","italian"
"9297","italian"
"9298","mexican"
"9299","mexican"
"9300","indian"
"9301","mexican"
"9302","mexican"
"9303","mexican"
"9304","italian"
"9305","italian"
"9306","italian"
"9307","chinese"
"9308","indian"
"9309","chinese"
"9310","indian"
"9311","cajun_creole"
"9312","italian"
"9313","chinese"
"9314","italian"
"9315","italian"
"9316","italian"
"9317","italian"
"9318","mexican"
"9319","thai"
"9320","mexican"
"9321","thai"
"9322","chinese"
"9323","japanese"
"9324","indian"
"9325","mexican"
"9326","indian"
"9327","italian"
"9328","brazilian"
"9329","chinese"
"9330","italian"
"9331","chinese"
"9332","vietnamese"
"9333","mexican"
"9334","chinese"
"9335","korean"
"9336","spanish"
"9337","indian"
"9338","french"
"9339","mexican"
"9340","japanese"
"9341","japanese"
"9342","greek"
"9343","indian"
"9344","mexican"
"9345","italian"
"9346","southern_us"
"9347","japanese"
"9348","indian"
"9349","vietnamese"
"9350","indian"
"9351","greek"
"9352","vietnamese"
"9353","indian"
"9354","cajun_creole"
"9355","korean"
"9356","chinese"
"9357","mexican"
"9358","greek"
"9359","chinese"
"9360","irish"
"9361","chinese"
"9362","southern_us"
"9363","mexican"
"9364","italian"
"9365","greek"
"9366","mexican"
"9367","korean"
"9368","italian"
"9369","mexican"
"9370","chinese"
"9371","thai"
"9372","greek"
"9373","italian"
"9374","italian"
"9375","mexican"
"9376","mexican"
"9377","japanese"
"9378","mexican"
"9379","italian"
"9380","chinese"
"9381","mexican"
"9382","greek"
"9383","moroccan"
"9384","italian"
"9385","chinese"
"9386","southern_us"
"9387","mexican"
"9388","mexican"
"9389","indian"
"9390","korean"
"9391","brazilian"
"9392","chinese"
"9393","indian"
"9394","mexican"
"9395","thai"
"9396","irish"
"9397","southern_us"
"9398","mexican"
"9399","mexican"
"9400","mexican"
"9401","indian"
"9402","vietnamese"
"9403","indian"
"9404","moroccan"
"9405","southern_us"
"9406","indian"
"9407","indian"
"9408","italian"
"9409","thai"
"9410","moroccan"
"9411","french"
"9412","cajun_creole"
"9413","japanese"
"9414","japanese"
"9415","japanese"
"9416","indian"
"9417","japanese"
"9418","chinese"
"9419","british"
"9420","southern_us"
"9421","mexican"
"9422","italian"
"9423","italian"
"9424","chinese"
"9425","chinese"
"9426","italian"
"9427","italian"
"9428","italian"
"9429","korean"
"9430","italian"
"9431","chinese"
"9432","indian"
"9433","italian"
"9434","italian"
"9435","thai"
"9436","mexican"
"9437","mexican"
"9438","mexican"
"9439","thai"
"9440","irish"
"9441","mexican"
"9442","indian"
"9443","mexican"
"9444","korean"
"9445","indian"
"9446","brazilian"
"9447","filipino"
"9448","italian"
"9449","mexican"
"9450","greek"
"9451","italian"
"9452","irish"
"9453","mexican"
"9454","southern_us"
"9455","vietnamese"
"9456","thai"
"9457","italian"
"9458","chinese"
"9459","mexican"
"9460","chinese"
"9461","mexican"
"9462","thai"
"9463","mexican"
"9464","italian"
"9465","korean"
"9466","mexican"
"9467","southern_us"
"9468","italian"
"9469","mexican"
"9470","southern_us"
"9471","thai"
"9472","italian"
"9473","italian"
"9474","indian"
"9475","cajun_creole"
"9476","southern_us"
"9477","mexican"
"9478","russian"
"9479","french"
"9480","italian"
"9481","mexican"
"9482","chinese"
"9483","indian"
"9484","italian"
"9485","italian"
"9486","mexican"
"9487","indian"
"9488","mexican"
"9489","mexican"
"9490","chinese"
"9491","southern_us"
"9492","indian"
"9493","jamaican"
"9494","italian"
"9495","italian"
"9496","italian"
"9497","mexican"
"9498","mexican"
"9499","italian"
"9500","mexican"
"9501","thai"
"9502","greek"
"9503","italian"
"9504","mexican"
"9505","mexican"
"9506","japanese"
"9507","japanese"
"9508","british"
"9509","moroccan"
"9510","italian"
"9511","italian"
"9512","chinese"
"9513","chinese"
"9514","italian"
"9515","mexican"
"9516","chinese"
"9517","indian"
"9518","japanese"
"9519","italian"
"9520","italian"
"9521","filipino"
"9522","italian"
"9523","indian"
"9524","moroccan"
"9525","italian"
"9526","cajun_creole"
"9527","italian"
"9528","italian"
"9529","indian"
"9530","chinese"
"9531","indian"
"9532","italian"
"9533","italian"
"9534","mexican"
"9535","mexican"
"9536","thai"
"9537","italian"
"9538","mexican"
"9539","moroccan"
"9540","italian"
"9541","thai"
"9542","irish"
"9543","italian"
"9544","southern_us"
"9545","mexican"
"9546","mexican"
"9547","filipino"
"9548","thai"
"9549","indian"
"9550","mexican"
"9551","british"
"9552","indian"
"9553","mexican"
"9554","irish"
"9555","filipino"
"9556","italian"
"9557","mexican"
"9558","greek"
"9559","italian"
"9560","italian"
"9561","southern_us"
"9562","mexican"
"9563","jamaican"
"9564","italian"
"9565","greek"
"9566","mexican"
"9567","chinese"
"9568","southern_us"
"9569","southern_us"
"9570","russian"
"9571","mexican"
"9572","italian"
"9573","mexican"
"9574","irish"
"9575","cajun_creole"
"9576","chinese"
"9577","chinese"
"9578","mexican"
"9579","italian"
"9580","italian"
"9581","cajun_creole"
"9582","italian"
"9583","thai"
"9584","italian"
"9585","italian"
"9586","indian"
"9587","japanese"
"9588","indian"
"9589","thai"
"9590","indian"
"9591","mexican"
"9592","korean"
"9593","indian"
"9594","indian"
"9595","chinese"
"9596","thai"
"9597","vietnamese"
"9598","indian"
"9599","chinese"
"9600","italian"
"9601","brazilian"
"9602","chinese"
"9603","italian"
"9604","italian"
"9605","mexican"
"9606","southern_us"
"9607","southern_us"
"9608","mexican"
"9609","greek"
"9610","southern_us"
"9611","italian"
"9612","irish"
"9613","thai"
"9614","indian"
"9615","mexican"
"9616","mexican"
"9617","indian"
"9618","indian"
"9619","chinese"
"9620","mexican"
"9621","korean"
"9622","mexican"
"9623","italian"
"9624","southern_us"
"9625","thai"
"9626","mexican"
"9627","italian"
"9628","mexican"
"9629","mexican"
"9630","italian"
"9631","italian"
"9632","italian"
"9633","thai"
"9634","french"
"9635","mexican"
"9636","mexican"
"9637","italian"
"9638","southern_us"
"9639","thai"
"9640","mexican"
"9641","brazilian"
"9642","chinese"
"9643","thai"
"9644","moroccan"
"9645","korean"
"9646","mexican"
"9647","southern_us"
"9648","korean"
"9649","indian"
"9650","mexican"
"9651","chinese"
"9652","chinese"
"9653","southern_us"
"9654","mexican"
"9655","chinese"
"9656","chinese"
"9657","chinese"
"9658","mexican"
"9659","mexican"
"9660","mexican"
"9661","thai"
"9662","cajun_creole"
"9663","italian"
"9664","southern_us"
"9665","chinese"
"9666","italian"
"9667","japanese"
"9668","chinese"
"9669","brazilian"
"9670","indian"
"9671","mexican"
"9672","brazilian"
"9673","mexican"
"9674","mexican"
"9675","french"
"9676","japanese"
"9677","japanese"
"9678","italian"
"9679","southern_us"
"9680","chinese"
"9681","indian"
"9682","mexican"
"9683","indian"
"9684","filipino"
"9685","indian"
"9686","southern_us"
"9687","southern_us"
"9688","korean"
"9689","vietnamese"
"9690","mexican"
"9691","italian"
"9692","brazilian"
"9693","mexican"
"9694","mexican"
"9695","southern_us"
"9696","greek"
"9697","mexican"
"9698","italian"
"9699","moroccan"
"9700","italian"
"9701","southern_us"
"9702","indian"
"9703","vietnamese"
"9704","vietnamese"
"9705","jamaican"
"9706","italian"
"9707","mexican"
"9708","chinese"
"9709","thai"
"9710","chinese"
"9711","vietnamese"
"9712","indian"
"9713","italian"
"9714","irish"
"9715","indian"
"9716","italian"
"9717","chinese"
"9718","cajun_creole"
"9719","mexican"
"9720","italian"
"9721","japanese"
"9722","italian"
"9723","southern_us"
"9724","italian"
"9725","indian"
"9726","thai"
"9727","indian"
"9728","spanish"
"9729","mexican"
"9730","southern_us"
"9731","indian"
"9732","japanese"
"9733","mexican"
"9734","italian"
"9735","southern_us"
"9736","italian"
"9737","japanese"
"9738","indian"
"9739","italian"
"9740","thai"
"9741","japanese"
"9742","italian"
"9743","thai"
"9744","italian"
"9745","cajun_creole"
"9746","mexican"
"9747","mexican"
"9748","mexican"
"9749","italian"
"9750","mexican"
"9751","mexican"
"9752","italian"
"9753","thai"
"9754","indian"
"9755","japanese"
"9756","moroccan"
"9757","chinese"
"9758","korean"
"9759","italian"
"9760","italian"
"9761","italian"
"9762","indian"
"9763","mexican"
"9764","thai"
"9765","korean"
"9766","indian"
"9767","indian"
"9768","indian"
"9769","chinese"
"9770","moroccan"
"9771","italian"
"9772","chinese"
"9773","italian"
"9774","italian"
"9775","irish"
"9776","italian"
"9777","thai"
"9778","italian"
"9779","french"
"9780","greek"
"9781","vietnamese"
"9782","italian"
"9783","italian"
"9784","southern_us"
"9785","indian"
"9786","chinese"
"9787","mexican"
"9788","indian"
"9789","french"
"9790","chinese"
"9791","chinese"
"9792","italian"
"9793","cajun_creole"
"9794","italian"
"9795","indian"
"9796","mexican"
"9797","italian"
"9798","greek"
"9799","greek"
"9800","italian"
"9801","mexican"
"9802","italian"
"9803","thai"
"9804","mexican"
"9805","mexican"
"9806","thai"
"9807","brazilian"
"9808","vietnamese"
"9809","mexican"
"9810","mexican"
"9811","cajun_creole"
"9812","chinese"
"9813","mexican"
"9814","mexican"
"9815","japanese"
"9816","italian"
"9817","chinese"
"9818","chinese"
"9819","filipino"
"9820","spanish"
"9821","chinese"
"9822","italian"
"9823","italian"
"9824","italian"
"9825","filipino"
"9826","italian"
"9827","italian"
"9828","indian"
"9829","thai"
"9830","moroccan"
"9831","mexican"
"9832","chinese"
"9833","indian"
"9834","vietnamese"
"9835","indian"
"9836","italian"
"9837","chinese"
"9838","korean"
"9839","japanese"
"9840","moroccan"
"9841","thai"
"9842","chinese"
"9843","chinese"
"9844","mexican"
"9845","italian"
"9846","italian"
"9847","korean"
"9848","italian"
"9849","indian"
"9850","japanese"
"9851","cajun_creole"
"9852","italian"
"9853","southern_us"
"9854","indian"
"9855","mexican"
"9856","indian"
"9857","indian"
"9858","indian"
"9859","mexican"
"9860","vietnamese"
"9861","thai"
"9862","italian"
"9863","southern_us"
"9864","italian"
"9865","thai"
"9866","italian"
"9867","indian"
"9868","chinese"
"9869","moroccan"
"9870","italian"
"9871","japanese"
"9872","thai"
"9873","mexican"
"9874","mexican"
"9875","southern_us"
"9876","mexican"
"9877","thai"
"9878","mexican"
"9879","filipino"
"9880","southern_us"
"9881","british"
"9882","mexican"
"9883","japanese"
"9884","italian"
"9885","southern_us"
"9886","mexican"
"9887","mexican"
"9888","mexican"
"9889","thai"
"9890","mexican"
"9891","mexican"
"9892","chinese"
"9893","italian"
"9894","indian"
"9895","italian"
"9896","mexican"
"9897","indian"
"9898","japanese"
"9899","mexican"
"9900","southern_us"
"9901","chinese"
"9902","mexican"
"9903","indian"
"9904","greek"
"9905","indian"
"9906","greek"
"9907","italian"
"9908","mexican"
"9909","indian"
"9910","italian"
"9911","southern_us"
"9912","jamaican"
"9913","mexican"
"9914","southern_us"
"9915","spanish"
"9916","cajun_creole"
"9917","korean"
"9918","italian"
"9919","mexican"
"9920","moroccan"
"9921","italian"
"9922","vietnamese"
"9923","french"
"9924","mexican"
"9925","italian"
"9926","mexican"
"9927","chinese"
"9928","chinese"
"9929","indian"
"9930","indian"
"9931","mexican"
"9932","indian"
"9933","southern_us"
"9934","italian"
"9935","southern_us"
"9936","mexican"
"9937","italian"
"9938","spanish"
"9939","korean"
"9940","japanese"
"9941","greek"
"9942","italian"
"9943","chinese"
"9944","mexican"
"9945","italian"
"9946","southern_us"
"9947","korean"
"9948","cajun_creole"
"9949","spanish"
"9950","brazilian"
"9951","french"
"9952","italian"
"9953","chinese"
"9954","thai"
"9955","chinese"
"9956","french"
"9957","mexican"
"9958","italian"
"9959","indian"
"9960","indian"
"9961","southern_us"
"9962","italian"
"9963","thai"
"9964","italian"
"9965","mexican"
"9966","vietnamese"
"9967","mexican"
"9968","chinese"
"9969","chinese"
"9970","italian"
"9971","mexican"
"9972","italian"
"9973","vietnamese"
"9974","mexican"
"9975","southern_us"
"9976","brazilian"
"9977","mexican"
"9978","indian"
"9979","french"
"9980","indian"
"9981","mexican"
"9982","chinese"
"9983","french"
"9984","indian"
"9985","moroccan"
"9986","chinese"
"9987","italian"
"9988","mexican"
"9989","mexican"
"9990","brazilian"
"9991","moroccan"
"9992","thai"
"9993","italian"
"9994","indian"
"9995","irish"
"9996","indian"
"9997","mexican"
"9998","mexican"
"9999","french"
"10000","japanese"
"10001","indian"
"10002","italian"
"10003","korean"
"10004","mexican"
"10005","mexican"
"10006","cajun_creole"
"10007","mexican"
"10008","indian"
"10009","mexican"
"10010","thai"
"10011","filipino"
"10012","italian"
"10013","mexican"
"10014","italian"
"10015","cajun_creole"
"10016","southern_us"
"10017","italian"
"10018","southern_us"
"10019","thai"
"10020","thai"
"10021","italian"
"10022","chinese"
"10023","mexican"
"10024","greek"
"10025","korean"
"10026","italian"
"10027","chinese"
"10028","mexican"
"10029","brazilian"
"10030","russian"
"10031","cajun_creole"
"10032","chinese"
"10033","japanese"
"10034","korean"
"10035","mexican"
"10036","mexican"
"10037","mexican"
"10038","southern_us"
"10039","japanese"
"10040","vietnamese"
"10041","mexican"
"10042","greek"
"10043","italian"
"10044","italian"
"10045","spanish"
"10046","mexican"
"10047","brazilian"
"10048","indian"
"10049","italian"
"10050","indian"
"10051","italian"
"10052","mexican"
"10053","spanish"
"10054","mexican"
"10055","moroccan"
"10056","brazilian"
"10057","korean"
"10058","chinese"
"10059","filipino"
"10060","mexican"
"10061","italian"
"10062","southern_us"
"10063","chinese"
"10064","mexican"
"10065","italian"
"10066","greek"
"10067","greek"
"10068","indian"
"10069","mexican"
"10070","chinese"
"10071","korean"
"10072","japanese"
"10073","italian"
"10074","japanese"
"10075","italian"
"10076","italian"
"10077","italian"
"10078","jamaican"
"10079","chinese"
"10080","italian"
"10081","italian"
"10082","italian"
"10083","mexican"
"10084","greek"
"10085","italian"
"10086","mexican"
"10087","thai"
"10088","mexican"
"10089","filipino"
"10090","italian"
"10091","french"
"10092","mexican"
"10093","italian"
"10094","italian"
"10095","indian"
"10096","italian"
"10097","japanese"
"10098","vietnamese"
"10099","mexican"
"10100","italian"
"10101","greek"
"10102","indian"
"10103","indian"
"10104","indian"
"10105","greek"
"10106","vietnamese"
"10107","cajun_creole"
"10108","italian"
"10109","brazilian"
"10110","mexican"
"10111","french"
"10112","mexican"
"10113","russian"
"10114","italian"
"10115","japanese"
"10116","indian"
"10117","italian"
"10118","italian"
"10119","thai"
"10120","indian"
"10121","greek"
"10122","jamaican"
"10123","japanese"
"10124","mexican"
"10125","italian"
"10126","indian"
"10127","moroccan"
"10128","jamaican"
"10129","indian"
"10130","indian"
"10131","indian"
"10132","italian"
"10133","italian"
"10134","indian"
"10135","mexican"
"10136","spanish"
"10137","chinese"
"10138","thai"
"10139","japanese"
"10140","italian"
"10141","mexican"
"10142","mexican"
"10143","brazilian"
"10144","italian"
"10145","spanish"
"10146","mexican"
"10147","italian"
"10148","chinese"
"10149","mexican"
"10150","mexican"
"10151","mexican"
"10152","moroccan"
"10153","mexican"
"10154","italian"
"10155","french"
"10156","southern_us"
"10157","chinese"
"10158","mexican"
"10159","mexican"
"10160","indian"
"10161","japanese"
"10162","italian"
"10163","mexican"
"10164","greek"
"10165","jamaican"
"10166","french"
"10167","italian"
"10168","italian"
"10169","greek"
"10170","cajun_creole"
"10171","thai"
"10172","indian"
"10173","chinese"
"10174","indian"
"10175","indian"
"10176","italian"
"10177","thai"
"10178","mexican"
"10179","mexican"
"10180","mexican"
"10181","mexican"
"10182","italian"
"10183","french"
"10184","cajun_creole"
"10185","italian"
"10186","chinese"
"10187","mexican"
"10188","mexican"
"10189","southern_us"
"10190","french"
"10191","mexican"
"10192","korean"
"10193","mexican"
"10194","indian"
"10195","chinese"
"10196","chinese"
"10197","chinese"
"10198","greek"
"10199","italian"
"10200","mexican"
"10201","mexican"
"10202","french"
"10203","italian"
"10204","indian"
"10205","irish"
"10206","moroccan"
"10207","korean"
"10208","indian"
"10209","italian"
"10210","italian"
"10211","chinese"
"10212","indian"
"10213","southern_us"
"10214","mexican"
"10215","chinese"
"10216","indian"
"10217","british"
"10218","mexican"
"10219","french"
"10220","mexican"
"10221","italian"
"10222","mexican"
"10223","mexican"
"10224","italian"
"10225","thai"
"10226","thai"
"10227","mexican"
"10228","mexican"
"10229","french"
"10230","italian"
"10231","chinese"
"10232","korean"
"10233","thai"
"10234","mexican"
"10235","italian"
"10236","moroccan"
"10237","mexican"
"10238","italian"
"10239","mexican"
"10240","thai"
"10241","mexican"
"10242","french"
"10243","mexican"
"10244","southern_us"
"10245","mexican"
"10246","vietnamese"
"10247","italian"
"10248","mexican"
"10249","filipino"
"10250","italian"
"10251","thai"
"10252","spanish"
"10253","greek"
"10254","italian"
"10255","chinese"
"10256","mexican"
"10257","filipino"
"10258","italian"
"10259","chinese"
"10260","thai"
"10261","russian"
"10262","korean"
"10263","mexican"
"10264","chinese"
"10265","italian"
"10266","italian"
"10267","mexican"
"10268","thai"
"10269","korean"
"10270","mexican"
"10271","vietnamese"
"10272","mexican"
"10273","mexican"
"10274","korean"
"10275","indian"
"10276","thai"
"10277","southern_us"
"10278","chinese"
"10279","indian"
"10280","filipino"
"10281","italian"
"10282","italian"
"10283","greek"
"10284","chinese"
"10285","irish"
"10286","vietnamese"
"10287","mexican"
"10288","southern_us"
"10289","moroccan"
"10290","italian"
"10291","thai"
"10292","vietnamese"
"10293","indian"
"10294","mexican"
"10295","british"
"10296","korean"
"10297","vietnamese"
"10298","cajun_creole"
"10299","chinese"
"10300","indian"
"10301","italian"
"10302","chinese"
"10303","mexican"
"10304","thai"
"10305","french"
"10306","southern_us"
"10307","mexican"
"10308","british"
"10309","italian"
"10310","indian"
"10311","spanish"
"10312","thai"
"10313","southern_us"
"10314","british"
"10315","italian"
"10316","mexican"
"10317","italian"
"10318","korean"
"10319","chinese"
"10320","italian"
"10321","southern_us"
"10322","mexican"
"10323","mexican"
"10324","jamaican"
"10325","italian"
"10326","mexican"
"10327","southern_us"
"10328","southern_us"
"10329","mexican"
"10330","indian"
"10331","mexican"
"10332","thai"
"10333","italian"
"10334","mexican"
"10335","italian"
"10336","mexican"
"10337","italian"
"10338","chinese"
"10339","mexican"
"10340","japanese"
"10341","southern_us"
"10342","mexican"
"10343","chinese"
"10344","italian"
"10345","southern_us"
"10346","italian"
"10347","indian"
